OH_Number,Session_Folder,Lesson_File,File_Index,Lesson_ID,Wistia_ID,Lesson_Title,Program,Chapter,Problem_Number
112,97-Office-Hours-112-January-19th-2026,06-Lesson-72215832.md,6,Lesson-72215832,,HVAC: Full Practice Exam #42,HVAC,Practice Exam 1,42
112,97-Office-Hours-112-January-19th-2026,07-Lesson-72215828.md,7,Lesson-72215828,,HVAC: Full Practice Exam #49,HVAC,Practice Exam 1,49
112,97-Office-Hours-112-January-19th-2026,08-Lesson-72215829.md,8,Lesson-72215829,,HVAC: Full Practice Exam #24,HVAC,Practice Exam 2,24
113,98-Office-Hours-113-February-2nd-2026,00-Lesson-72640913.md,0,Lesson-72640913,,TFS: Thermodynamics #17,TFS,Thermodynamics,17
113,98-Office-Hours-113-February-2nd-2026,01-Lesson-72640914.md,1,Lesson-72640914,,HVAC: Full Practice Exam #73,HVAC,Practice Exam 2,73
113,98-Office-Hours-113-February-2nd-2026,02-Lesson-72640908.md,2,Lesson-72640908,,TFS: Thermodynamics #30,TFS,Thermodynamics,30
113,98-Office-Hours-113-February-2nd-2026,03-Lesson-72640909.md,3,Lesson-72640909,,HVAC: Fluids Module #3 & 4,HVAC,Fluids,3
113,98-Office-Hours-113-February-2nd-2026,04-Lesson-72640910.md,4,Lesson-72640910,,HVAC: HVAC Module #7,HVAC,HVAC,7
113,98-Office-Hours-113-February-2nd-2026,05-Lesson-72640911.md,5,Lesson-72640911,,HVAC: Full Practice Exam #34,HVAC,Practice Exam 1,34
113,98-Office-Hours-113-February-2nd-2026,06-Lesson-72640915.md,6,Lesson-72640915,,HVAC: Full Practice Exam #2 - 2 & 4,HVAC,Practice Exam 2,2
113,98-Office-Hours-113-February-2nd-2026,07-Lesson-72640916.md,7,Lesson-72640916,,HVAC: Full Practice Exam #2 - 49,HVAC,Practice Exam 2,2
114,99-Office-Hours-114-February-16th-2026,00-Lesson-72854805.md,0,Lesson-72854805,,TFS: Heat Transfer #26,TFS,Heat Transfer,26
114,99-Office-Hours-114-February-16th-2026,01-Lesson-72855050.md,1,Lesson-72855050,,TFS: Fluids #1,TFS,Fluids,1
114,99-Office-Hours-114-February-16th-2026,02-Lesson-72855074.md,2,Lesson-72855074,,TFS: Fluids #5,TFS,Fluids,5
114,99-Office-Hours-114-February-16th-2026,03-Lesson-72855768.md,3,Lesson-72855768,,HVAC: Systems and Components #26,HVAC,Systems and Components,26
114,99-Office-Hours-114-February-16th-2026,04-Lesson-72855479.md,4,Lesson-72855479,,HVAC: Supporting Topics #8,HVAC,Supporting Topics,8
114,99-Office-Hours-114-February-16th-2026,05-Lesson-72855311.md,5,Lesson-72855311,,HVAC: Supporting Topics #26,HVAC,Supporting Topics,26
114,99-Office-Hours-114-February-16th-2026,06-Lesson-72855876.md,6,Lesson-72855876,,HVAC: Full Practice Exam 2 #11,HVAC,Practice Exam 2,2
114,99-Office-Hours-114-February-16th-2026,07-Lesson-72856056.md,7,Lesson-72856056,,HVAC: Full Practice Exam 2 #26,HVAC,Practice Exam 2,2
114,99-Office-Hours-114-February-16th-2026,08-Lesson-72856112.md,8,Lesson-72856112,,HVAC: Full Practice Exam 2 #28,HVAC,Practice Exam 2,2
