OH_Number,Session_Folder,Lesson_File,File_Index,Lesson_ID,Wistia_ID,Lesson_Title,Program,Chapter,Problem_Number
52,39-Office-Hours-52-February-13th-2023,03-Lesson-42920924.md,3,Lesson-42920924,,TFS: Practice Exam #1-38,TFS,Practice Exam 1,1
53,40-Office-Hours-53-February-27th-2023,00-Lesson-43357064.md,0,Lesson-43357064,,HVAC: Thermo #9,HVAC,Thermodynamics,9
53,40-Office-Hours-53-February-27th-2023,01-Lesson-43357061.md,1,Lesson-43357061,,HVAC: Thermo #12,HVAC,Thermodynamics,12
53,40-Office-Hours-53-February-27th-2023,02-Lesson-43357063.md,2,Lesson-43357063,,HVAC: Fluids #10,HVAC,Fluids,10
53,40-Office-Hours-53-February-27th-2023,03-Lesson-43357066.md,3,Lesson-43357066,,HVAC: Heat Transfer #7,HVAC,Heat Transfer,7
53,40-Office-Hours-53-February-27th-2023,04-Lesson-43357057.md,4,Lesson-43357057,,HVAC: Heat Transfer #15,HVAC,Heat Transfer,15
53,40-Office-Hours-53-February-27th-2023,05-Lesson-43357060.md,5,Lesson-43357060,,HVAC: Heat Transfer #16,HVAC,Heat Transfer,16
53,40-Office-Hours-53-February-27th-2023,06-Lesson-43357065.md,6,Lesson-43357065,,HVAC:  HVAC #4,HVAC,HVAC,4
53,40-Office-Hours-53-February-27th-2023,07-Lesson-43357062.md,7,Lesson-43357062,,TFS: Heat Transfer #15,TFS,Heat Transfer,15
54,41-Office-Hours-54-March-13th-2023,00-Lesson-43741153.md,0,Lesson-43741153,,HVAC: Psychrometrics-14,HVAC,Psychrometrics,14
54,41-Office-Hours-54-March-13th-2023,01-Lesson-43741152.md,1,Lesson-43741152,,HVAC: Heat Transfer-15,HVAC,Heat Transfer,15
54,41-Office-Hours-54-March-13th-2023,02-Lesson-43741154.md,2,Lesson-43741154,,HVAC: Heat Transfer-22,HVAC,Heat Transfer,22
54,41-Office-Hours-54-March-13th-2023,03-Lesson-43741155.md,3,Lesson-43741155,,HVAC: Systems and Components-21,HVAC,Systems and Components,21
55,42-Office-Hours-55-March-27th-2023,00-Lesson-44169372.md,0,Lesson-44169372,,HVAC: Fluids #10,HVAC,Fluids,10
55,42-Office-Hours-55-March-27th-2023,01-Lesson-44169371.md,1,Lesson-44169371,,HVAC: Full Practice Exam #17,HVAC,Practice Exam 1,17
56,43-Office-Hours-56-April-10th-2023,00-Lesson-44564749.md,0,Lesson-44564749,,TFS: Energy Power #9,TFS,Energy & Power Systems,9
56,43-Office-Hours-56-April-10th-2023,01-Lesson-44564750.md,1,Lesson-44564750,,HVAC: Thermo #23,HVAC,Thermodynamics,23
56,43-Office-Hours-56-April-10th-2023,02-Lesson-44564747.md,2,Lesson-44564747,,HVAC: Full Practice Exam #22,HVAC,Practice Exam 2,22
57,44-Office-Hours-57-April-24th-2023,01-Lesson-44918352.md,1,Lesson-44918352,,HVAC: NCEES HVAC Practice Exam #80,HVAC,HVAC,80
57,44-Office-Hours-57-April-24th-2023,02-Lesson-44918353.md,2,Lesson-44918353,,HVAC: NCEES HVAC Practice Exam #32,HVAC,HVAC,32
57,44-Office-Hours-57-April-24th-2023,03-Lesson-44918347.md,3,Lesson-44918347,,HVAC: Full Practice Exam #22,HVAC,Practice Exam 2,22
58,45-Office-Hours-58-May-8th-2023,00-Lesson-45312249.md,0,Lesson-45312249,,TFS: Thermodynamics #16,TFS,Thermodynamics,16
58,45-Office-Hours-58-May-8th-2023,01-Lesson-45312243.md,1,Lesson-45312243,,HVAC: Fluids Module #12,HVAC,Fluids,12
58,45-Office-Hours-58-May-8th-2023,05-Lesson-45312260.md,5,Lesson-45312260,,HVAC: Practice Exam 1 #32,HVAC,Practice Exam 1,1
59,46-Office-Hours-59-May-24th-2023,00-Lesson-45679321.md,0,Lesson-45679321,,HVAC: Systems & Components Module #1,HVAC,Systems and Components,1
59,46-Office-Hours-59-May-24th-2023,01-Lesson-45679327.md,1,Lesson-45679327,,HVAC: Heat Transfer Module #1,HVAC,Heat Transfer,1
59,46-Office-Hours-59-May-24th-2023,02-Lesson-45679325.md,2,Lesson-45679325,,HVAC: Thermo Module #19,HVAC,Thermodynamics,19
59,46-Office-Hours-59-May-24th-2023,04-Lesson-45679323.md,4,Lesson-45679323,,HVAC: Systems & Components Module #9,HVAC,Systems and Components,9
59,46-Office-Hours-59-May-24th-2023,05-Lesson-45679322.md,5,Lesson-45679322,,HVAC: Practice Exam 2 #12,HVAC,Practice Exam 2,2
59,46-Office-Hours-59-May-24th-2023,06-Lesson-45679324.md,6,Lesson-45679324,,HVAC: Practice Exam 2 #67,HVAC,Practice Exam 2,2
60,47-Office-Hours-60-June-5th-2023,00-Lesson-46044611.md,0,Lesson-46044611,,HVAC: Thermo #8,HVAC,Thermodynamics,8
60,47-Office-Hours-60-June-5th-2023,03-Lesson-46044613.md,3,Lesson-46044613,,HVAC: Practice Exam 2 #75,HVAC,Practice Exam 2,2
61,48-Office-Hours-61-June-19th-2023,00-Lesson-46387741.md,0,Lesson-46387741,,TFS: Supporting Topics #10,TFS,Supporting Topics,10
61,48-Office-Hours-61-June-19th-2023,01-Lesson-46387735.md,1,Lesson-46387735,,TFS: Practice Exam 1 #23,TFS,Practice Exam 1,1
61,48-Office-Hours-61-June-19th-2023,04-Lesson-46387736.md,4,Lesson-46387736,,HVAC: Full Practice Exam 2 #26,HVAC,Practice Exam 2,2
61,48-Office-Hours-61-June-19th-2023,05-Lesson-46387738.md,5,Lesson-46387738,,HVAC: Full Practice Exam 2 #43,HVAC,Practice Exam 2,2
61,48-Office-Hours-61-June-19th-2023,06-Lesson-46387743.md,6,Lesson-46387743,,HVAC: Full Practice Exam 2 #78,HVAC,Practice Exam 2,2
62,49-Office-Hours-62-July-3rd-2023,00-Lesson-46495100.md,0,Lesson-46495100,,HVAC: Thermo 01,HVAC,Thermodynamics,01
62,49-Office-Hours-62-July-3rd-2023,01-Lesson-46495101.md,1,Lesson-46495101,,HVAC: Thermo 21,HVAC,Thermodynamics,21
62,49-Office-Hours-62-July-3rd-2023,02-Lesson-46495105.md,2,Lesson-46495105,,HVAC: Heat Transfer 07,HVAC,Heat Transfer,07
63,50-Office-Hours-63-July-17th-2023,00-Lesson-47067285.md,0,Lesson-47067285,,HVAC: Thermo #09,HVAC,Thermodynamics,09
63,50-Office-Hours-63-July-17th-2023,01-Lesson-47067286.md,1,Lesson-47067286,,HVAC: Thermo #23,HVAC,Thermodynamics,23
63,50-Office-Hours-63-July-17th-2023,02-Lesson-47067284.md,2,Lesson-47067284,,HVAC: Fluids Module #12,HVAC,Fluids,12
63,50-Office-Hours-63-July-17th-2023,03-Lesson-47067289.md,3,Lesson-47067289,,HVAC: Fluids Module #25,HVAC,Fluids,25
63,50-Office-Hours-63-July-17th-2023,05-Lesson-47067280.md,5,Lesson-47067280,,HVAC: Heat Transfer Module #22,HVAC,Heat Transfer,22
63,50-Office-Hours-63-July-17th-2023,06-Lesson-47067288.md,6,Lesson-47067288,,HVAC: Full Practice Exam #75,HVAC,Practice Exam 2,75
63,50-Office-Hours-63-July-17th-2023,07-Lesson-47067278.md,7,Lesson-47067278,,HVAC: Practice Exam 2 #5,HVAC,Practice Exam 2,2
64,51-Office-Hours-64-July-31st-2023,00-Lesson-47456806.md,0,Lesson-47456806,,HVAC: Fluids Module #22,HVAC,Fluids,22
64,51-Office-Hours-64-July-31st-2023,01-Lesson-47456805.md,1,Lesson-47456805,,HVAC: Psychometrics Module #13,HVAC,Psychrometrics,13
64,51-Office-Hours-64-July-31st-2023,02-Lesson-47456804.md,2,Lesson-47456804,,HVAC: Heat Transfer Module #7,HVAC,Heat Transfer,7
64,51-Office-Hours-64-July-31st-2023,03-Lesson-47456801.md,3,Lesson-47456801,,HVAC: Heat Transfer Module #10,HVAC,Heat Transfer,10
64,51-Office-Hours-64-July-31st-2023,04-Lesson-47456802.md,4,Lesson-47456802,,HVAC: Heat Transfer Module #16,HVAC,Heat Transfer,16
64,51-Office-Hours-64-July-31st-2023,05-Lesson-47456797.md,5,Lesson-47456797,,HVAC: HVAC Module #4,HVAC,HVAC,4
64,51-Office-Hours-64-July-31st-2023,06-Lesson-47456800.md,6,Lesson-47456800,,HVAC: HVAC Module #1,HVAC,HVAC,1
64,51-Office-Hours-64-July-31st-2023,07-Lesson-47456798.md,7,Lesson-47456798,,HVAC: Supporting Topics #6,HVAC,Supporting Topics,6
64,51-Office-Hours-64-July-31st-2023,08-Lesson-47456803.md,8,Lesson-47456803,,HVAC: Supporting Topics #21,HVAC,Supporting Topics,21
65,52-Office-Hours-65-August-14th-2023,00-Lesson-47857150.md,0,Lesson-47857150,,HVAC: Fluids Module #3,HVAC,Fluids,3
65,52-Office-Hours-65-August-14th-2023,01-Lesson-47857155.md,1,Lesson-47857155,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
65,52-Office-Hours-65-August-14th-2023,02-Lesson-47857149.md,2,Lesson-47857149,,HVAC: HVAC Module #9,HVAC,HVAC,9
65,52-Office-Hours-65-August-14th-2023,03-Lesson-47857153.md,3,Lesson-47857153,,HVAC: HVAC Module #14,HVAC,HVAC,14
65,52-Office-Hours-65-August-14th-2023,04-Lesson-47857158.md,4,Lesson-47857158,,HVAC: HVAC Module #15,HVAC,HVAC,15
65,52-Office-Hours-65-August-14th-2023,05-Lesson-47857148.md,5,Lesson-47857148,,HVAC: HVAC Module #16,HVAC,HVAC,16
65,52-Office-Hours-65-August-14th-2023,06-Lesson-47857154.md,6,Lesson-47857154,,HVAC: Systems And Components Module #5,HVAC,Systems and Components,5
65,52-Office-Hours-65-August-14th-2023,07-Lesson-47857157.md,7,Lesson-47857157,,HVAC: Systems And Components Module #21,HVAC,Systems and Components,21
65,52-Office-Hours-65-August-14th-2023,08-Lesson-47857156.md,8,Lesson-47857156,,HVAC: Supporting Knowledge #14,HVAC,Supporting Topics,14
66,53-Office-Hours-66-August-28th-2023,01-Lesson-48221010.md,1,Lesson-48221010,,HVAC: Fluids Module #3,HVAC,Fluids,3
66,53-Office-Hours-66-August-28th-2023,02-Lesson-48221008.md,2,Lesson-48221008,,HVAC: Psychometrics Module #3,HVAC,Psychrometrics,3
66,53-Office-Hours-66-August-28th-2023,03-Lesson-48221013.md,3,Lesson-48221013,,HVAC: Systems And Components Module #1,HVAC,Systems and Components,1
66,53-Office-Hours-66-August-28th-2023,04-Lesson-48221011.md,4,Lesson-48221011,,HVAC: Systems And Components Module #21,HVAC,Systems and Components,21
66,53-Office-Hours-66-August-28th-2023,05-Lesson-48221014.md,5,Lesson-48221014,,HVAC: Practice Exam 1 #24,HVAC,Practice Exam 1,1
66,53-Office-Hours-66-August-28th-2023,06-Lesson-48221015.md,6,Lesson-48221015,,HVAC: Practice Exam 1 #58,HVAC,Practice Exam 1,1
67,54-Office-Hours-67-September-11th-2023,00-Lesson-48579881.md,0,Lesson-48579881,,HVAC: Thermo Module #1,HVAC,Thermodynamics,1
67,54-Office-Hours-67-September-11th-2023,01-Lesson-48579883.md,1,Lesson-48579883,,HVAC: Heat Transfer Module #15,HVAC,Heat Transfer,15
67,54-Office-Hours-67-September-11th-2023,02-Lesson-48579884.md,2,Lesson-48579884,,HVAC: Supporting Topics #27,HVAC,Supporting Topics,27
68,55-Office-Hours-68-September-25th-2023,00-Lesson-49055327.md,0,Lesson-49055327,,HVAC: Fluids Module #1,HVAC,Fluids,1
68,55-Office-Hours-68-September-25th-2023,01-Lesson-49055279.md,1,Lesson-49055279,,HVAC: Fluids Module #9,HVAC,Fluids,9
68,55-Office-Hours-68-September-25th-2023,02-Lesson-49055255.md,2,Lesson-49055255,,HVAC: Fluids Module #9,HVAC,Fluids,9
68,55-Office-Hours-68-September-25th-2023,03-Lesson-49055309.md,3,Lesson-49055309,,HVAC: Fluids Module #14,HVAC,Fluids,14
68,55-Office-Hours-68-September-25th-2023,04-Lesson-49055281.md,4,Lesson-49055281,,HVAC: Fluids Module #15,HVAC,Fluids,15
68,55-Office-Hours-68-September-25th-2023,05-Lesson-49055253.md,5,Lesson-49055253,,HVAC: HVAC Module #4,HVAC,HVAC,4
68,55-Office-Hours-68-September-25th-2023,06-Lesson-49055266.md,6,Lesson-49055266,,HVAC: Full Practice Exam 1 #22,HVAC,Practice Exam 1,1
68,55-Office-Hours-68-September-25th-2023,07-Lesson-49055251.md,7,Lesson-49055251,,HVAC: Full Practice Exam 1 #52,HVAC,Practice Exam 1,1
68,55-Office-Hours-68-September-25th-2023,08-Lesson-49055265.md,8,Lesson-49055265,,HVAC: Full Practice Exam 1 #40,HVAC,Practice Exam 1,1
68,55-Office-Hours-68-September-25th-2023,09-Lesson-49055254.md,9,Lesson-49055254,,HVAC: Full Practice Exam 1 #63,HVAC,Practice Exam 1,1
69,56-Office-Hours-69-October-17th-2023,00-Lesson-49841255.md,0,Lesson-49841255,,HVAC: Thermo #10,HVAC,Thermodynamics,10
69,56-Office-Hours-69-October-17th-2023,01-Lesson-49841260.md,1,Lesson-49841260,,HVAC: Systems #01,HVAC,Systems and Components,01
69,56-Office-Hours-69-October-17th-2023,02-Lesson-49841388.md,2,Lesson-49841388,,HVAC: Systems #21,HVAC,Systems and Components,21
69,56-Office-Hours-69-October-17th-2023,03-Lesson-49841393.md,3,Lesson-49841393,,HVAC: Supporting #11,HVAC,Supporting Topics,11
70,57-Office-Hours-70-November-6th-2023,00-Lesson-50455662.md,0,Lesson-50455662,,HVAC: Thermo Module #18,HVAC,Thermodynamics,18
70,57-Office-Hours-70-November-6th-2023,02-Lesson-50455664.md,2,Lesson-50455664,,HVAC: Thermo Module #22,HVAC,Thermodynamics,22
70,57-Office-Hours-70-November-6th-2023,03-Lesson-50455665.md,3,Lesson-50455665,,HVAC: Fluids Module #8,HVAC,Fluids,8
70,57-Office-Hours-70-November-6th-2023,05-Lesson-50455667.md,5,Lesson-50455667,,HVAC: Heat Transfer Module #19,HVAC,Heat Transfer,19
70,57-Office-Hours-70-November-6th-2023,07-Lesson-50455669.md,7,Lesson-50455669,,HVAC: Full Practice Exam 2 #14,HVAC,Practice Exam 2,2
70,57-Office-Hours-70-November-6th-2023,08-Lesson-50455670.md,8,Lesson-50455670,,HVAC: Full Practice Exam 2 #42,HVAC,Practice Exam 2,2
71,58-Office-Hours-71-December-18th-2023,00-Lesson-51536308.md,0,Lesson-51536308,,HVAC: Thermo Module #6,HVAC,Thermodynamics,6
71,58-Office-Hours-71-December-18th-2023,02-Lesson-51536309.md,2,Lesson-51536309,,HVAC: Fluids Module #14,HVAC,Fluids,14
71,58-Office-Hours-71-December-18th-2023,03-Lesson-51536310.md,3,Lesson-51536310,,HVAC: Fluids Module #25,HVAC,Fluids,25
71,58-Office-Hours-71-December-18th-2023,05-Lesson-51536319.md,5,Lesson-51536319,,HVAC: Psychometrics Module #4,HVAC,Psychrometrics,4
71,58-Office-Hours-71-December-18th-2023,06-Lesson-51536311.md,6,Lesson-51536311,,HVAC: Heat Transfer Module #22,HVAC,Heat Transfer,22
71,58-Office-Hours-71-December-18th-2023,07-Lesson-51536312.md,7,Lesson-51536312,,HVAC: HVAC Module #4,HVAC,HVAC,4
71,58-Office-Hours-71-December-18th-2023,08-Lesson-51536313.md,8,Lesson-51536313,,HVAC: Systems And Components Module #29,HVAC,Systems and Components,29
71,58-Office-Hours-71-December-18th-2023,09-Lesson-51536314.md,9,Lesson-51536314,,HVAC: Supporting Topics #21,HVAC,Supporting Topics,21
71,58-Office-Hours-71-December-18th-2023,10-Lesson-51536320.md,10,Lesson-51536320,,HVAC: Full Practice Exam 1 #45,HVAC,Practice Exam 1,1
71,58-Office-Hours-71-December-18th-2023,11-Lesson-51536315.md,11,Lesson-51536315,,HVAC: Full Practice Exam 2 #2,HVAC,Practice Exam 2,2
71,58-Office-Hours-71-December-18th-2023,12-Lesson-51536316.md,12,Lesson-51536316,,HVAC: Full Practice Exam 2 #3,HVAC,Practice Exam 2,2
71,58-Office-Hours-71-December-18th-2023,13-Lesson-51536321.md,13,Lesson-51536321,,HVAC: Full Practice Exam 2 #7,HVAC,Practice Exam 2,2
72,59-Office-Hours-72-January-8th-2024,02-Lesson-52032055.md,2,Lesson-52032055,,HVAC: Psychometrics Module #13,HVAC,Psychrometrics,13
72,59-Office-Hours-72-January-8th-2024,03-Lesson-52032061.md,3,Lesson-52032061,,HVAC: Heat Transfer Module #2,HVAC,Heat Transfer,2
72,59-Office-Hours-72-January-8th-2024,04-Lesson-52032062.md,4,Lesson-52032062,,HVAC: Heat Transfer Module #7,HVAC,Heat Transfer,7
72,59-Office-Hours-72-January-8th-2024,05-Lesson-52032056.md,5,Lesson-52032056,,HVAC: Heat Transfer Module #15,HVAC,Heat Transfer,15
72,59-Office-Hours-72-January-8th-2024,06-Lesson-52032057.md,6,Lesson-52032057,,HVAC: Heat Transfer Module #18,HVAC,Heat Transfer,18
72,59-Office-Hours-72-January-8th-2024,07-Lesson-52032063.md,7,Lesson-52032063,,HVAC: Systems And Components Module #25,HVAC,Systems and Components,25
72,59-Office-Hours-72-January-8th-2024,08-Lesson-52032064.md,8,Lesson-52032064,,HVAC: Full Practice Exam 2 #43,HVAC,Practice Exam 2,2
72,59-Office-Hours-72-January-8th-2024,09-Lesson-52032065.md,9,Lesson-52032065,,HVAC: Full Practice Exam 2 #54,HVAC,Practice Exam 2,2
73,60-Office-Hours-73-January-22nd-2024,00-Lesson-52345694.md,0,Lesson-52345694,,HVAC: Fluids Module #26,HVAC,Fluids,26
73,60-Office-Hours-73-January-22nd-2024,01-Lesson-52345695.md,1,Lesson-52345695,,HVAC: Fluids Module #28,HVAC,Fluids,28
73,60-Office-Hours-73-January-22nd-2024,02-Lesson-52345700.md,2,Lesson-52345700,,HVAC: HVAC Module #4,HVAC,HVAC,4
73,60-Office-Hours-73-January-22nd-2024,03-Lesson-52345696.md,3,Lesson-52345696,,HVAC: HVAC Module #7,HVAC,HVAC,7
73,60-Office-Hours-73-January-22nd-2024,04-Lesson-52345697.md,4,Lesson-52345697,,HVAC: HVAC Module #16,HVAC,HVAC,16
73,60-Office-Hours-73-January-22nd-2024,05-Lesson-52345698.md,5,Lesson-52345698,,HVAC: Systems And Components Module #12,HVAC,Systems and Components,12
73,60-Office-Hours-73-January-22nd-2024,06-Lesson-52345699.md,6,Lesson-52345699,,HVAC: Full Practice Exam 2 #26,HVAC,Practice Exam 2,2
74,61-Office-Hours-74-February-5th-2024,00-Lesson-52733077.md,0,Lesson-52733077,,TFS: Full Practice Exam 1 #66,TFS,Practice Exam 1,1
74,61-Office-Hours-74-February-5th-2024,01-Lesson-52733078.md,1,Lesson-52733078,,HVAC: Fluids Module #15,HVAC,Fluids,15
74,61-Office-Hours-74-February-5th-2024,02-Lesson-52733079.md,2,Lesson-52733079,,HVAC: Fluids Module #26,HVAC,Fluids,26
74,61-Office-Hours-74-February-5th-2024,03-Lesson-52733080.md,3,Lesson-52733080,,HVAC: Psychometrics Module #3,HVAC,Psychrometrics,3
74,61-Office-Hours-74-February-5th-2024,04-Lesson-52733082.md,4,Lesson-52733082,,HVAC: Psychometrics Module #6,HVAC,Psychrometrics,6
74,61-Office-Hours-74-February-5th-2024,05-Lesson-52733083.md,5,Lesson-52733083,,HVAC: Psychometrics Module #9,HVAC,Psychrometrics,9
74,61-Office-Hours-74-February-5th-2024,06-Lesson-52733084.md,6,Lesson-52733084,,HVAC: Full Practice Exam 1 #74,HVAC,Practice Exam 1,1
75,62-Office-Hours-75-February-19th-2024,00-Lesson-53125194.md,0,Lesson-53125194,,TFS: Full Practice Exam 1  #42,TFS,Practice Exam 1,1
75,62-Office-Hours-75-February-19th-2024,01-Lesson-53125195.md,1,Lesson-53125195,,HVAC: Fluids Module #8,HVAC,Fluids,8
75,62-Office-Hours-75-February-19th-2024,02-Lesson-53125196.md,2,Lesson-53125196,,HVAC: Fluids Module #14,HVAC,Fluids,14
75,62-Office-Hours-75-February-19th-2024,03-Lesson-53125197.md,3,Lesson-53125197,,HVAC: Fluids Module #22-1,HVAC,Fluids,22
75,62-Office-Hours-75-February-19th-2024,04-Lesson-53125198.md,4,Lesson-53125198,,HVAC: Fluids Module #22-2,HVAC,Fluids,22
75,62-Office-Hours-75-February-19th-2024,05-Lesson-53125203.md,5,Lesson-53125203,,HVAC: Heat Transfer Module #21,HVAC,Heat Transfer,21
75,62-Office-Hours-75-February-19th-2024,07-Lesson-53125200.md,7,Lesson-53125200,,HVAC: Supporting Topics #26,HVAC,Supporting Topics,26
75,62-Office-Hours-75-February-19th-2024,08-Lesson-53125202.md,8,Lesson-53125202,,TFS: Full Practice Exam 2 #14,TFS,Practice Exam 2,2
75,62-Office-Hours-75-February-19th-2024,09-Lesson-53125204.md,9,Lesson-53125204,,HVAC: Full Practice Exam 2 #21,HVAC,Practice Exam 2,2
76,63-Office-Hours-76-March-4th-2024,00-Lesson-53548015.md,0,Lesson-53548015,,HVAC: Fluids Module #25,HVAC,Fluids,25
76,63-Office-Hours-76-March-4th-2024,01-Lesson-53548016.md,1,Lesson-53548016,,HVAC: Heat Transfer Module #2,HVAC,Heat Transfer,2
76,63-Office-Hours-76-March-4th-2024,02-Lesson-53548017.md,2,Lesson-53548017,,HVAC: Heat Transfer Module #5,HVAC,Heat Transfer,5
76,63-Office-Hours-76-March-4th-2024,03-Lesson-53548018.md,3,Lesson-53548018,,HVAC: Heat Transfer Module #7,HVAC,Heat Transfer,7
77,64-Office-Hours-77-March-18th-2024,00-Lesson-53973201.md,0,Lesson-53973201,,TFS: Thermodynamics #23,TFS,Thermodynamics,23
77,64-Office-Hours-77-March-18th-2024,01-Lesson-53973194.md,1,Lesson-53973194,,HVAC: Thermo Module #7,HVAC,Thermodynamics,7
77,64-Office-Hours-77-March-18th-2024,02-Lesson-53973191.md,2,Lesson-53973191,,HVAC: Thermo Module #12,HVAC,Thermodynamics,12
77,64-Office-Hours-77-March-18th-2024,03-Lesson-53973192.md,3,Lesson-53973192,,HVAC: Fluids #12,HVAC,Fluids,12
77,64-Office-Hours-77-March-18th-2024,04-Lesson-53973195.md,4,Lesson-53973195,,HVAC: Fluids #21,HVAC,Fluids,21
77,64-Office-Hours-77-March-18th-2024,05-Lesson-53973196.md,5,Lesson-53973196,,HVAC: HVAC Module #6,HVAC,HVAC,6
77,64-Office-Hours-77-March-18th-2024,06-Lesson-53973193.md,6,Lesson-53973193,,HVAC: HVAC Module #11,HVAC,HVAC,11
77,64-Office-Hours-77-March-18th-2024,07-Lesson-53973202.md,7,Lesson-53973202,,HVAC: HVAC Module #17,HVAC,HVAC,17
77,64-Office-Hours-77-March-18th-2024,08-Lesson-53973197.md,8,Lesson-53973197,,HVAC: HVAC Module #19,HVAC,HVAC,19
77,64-Office-Hours-77-March-18th-2024,09-Lesson-53973198.md,9,Lesson-53973198,,HVAC: Supporting Topics #19,HVAC,Supporting Topics,19
77,64-Office-Hours-77-March-18th-2024,10-Lesson-53973200.md,10,Lesson-53973200,,HVAC: Full Practice Exam 1 #9,HVAC,Practice Exam 1,1
78,65-Office-Hours-78-April-1st-2024,00-Lesson-54031040.md,0,Lesson-54031040,,HVAC: Thermo Module #9,HVAC,Thermodynamics,9
78,65-Office-Hours-78-April-1st-2024,01-Lesson-54031041.md,1,Lesson-54031041,,HVAC: Thermo Module #21,HVAC,Thermodynamics,21
78,65-Office-Hours-78-April-1st-2024,02-Lesson-54031042.md,2,Lesson-54031042,,HVAC: Full Practice Exam #1 - 22,HVAC,Practice Exam 1,1
79,66-Office-Hours-79-April-15th-2024,00-Lesson-54735870.md,0,Lesson-54735870,,TFS: Energy Power Systems #3,TFS,Systems and Components,3
79,66-Office-Hours-79-April-15th-2024,01-Lesson-54735871.md,1,Lesson-54735871,,HVAC: Thermo Module #11,HVAC,Thermodynamics,11
79,66-Office-Hours-79-April-15th-2024,02-Lesson-54735879.md,2,Lesson-54735879,,HVAC: Fluids Module #9,HVAC,Fluids,9
79,66-Office-Hours-79-April-15th-2024,03-Lesson-54735868.md,3,Lesson-54735868,,HVAC: Fluids Module #14,HVAC,Fluids,14
79,66-Office-Hours-79-April-15th-2024,04-Lesson-54735872.md,4,Lesson-54735872,,HVAC: Systems And Components Module #20,HVAC,Systems and Components,20
79,66-Office-Hours-79-April-15th-2024,05-Lesson-54735880.md,5,Lesson-54735880,,HVAC: Full Practice Exam #1-50,HVAC,Practice Exam 1,1
80,67-Office-Hours-80-May-13th-2024,00-Lesson-55103809.md,0,Lesson-55103809,,TFS: Hydraulic and Fluids #51,TFS,Fluids,51
80,67-Office-Hours-80-May-13th-2024,01-Lesson-55103808.md,1,Lesson-55103808,,TFS: Hydraulic and Fluids #59,TFS,Fluids,59
80,67-Office-Hours-80-May-13th-2024,02-Lesson-55103807.md,2,Lesson-55103807,,HVAC: Fluids #28,HVAC,Fluids,28
80,67-Office-Hours-80-May-13th-2024,03-Lesson-55103806.md,3,Lesson-55103806,,HVAC: Psychrometrics #7,HVAC,Psychrometrics,7
80,67-Office-Hours-80-May-13th-2024,04-Lesson-55103805.md,4,Lesson-55103805,,HVAC: Psychrometrics #8,HVAC,Psychrometrics,8
80,67-Office-Hours-80-May-13th-2024,05-Lesson-55103804.md,5,Lesson-55103804,,HVAC: Psychrometrics #10,HVAC,Psychrometrics,10
80,67-Office-Hours-80-May-13th-2024,06-Lesson-55103803.md,6,Lesson-55103803,,HVAC: Psychrometrics #11,HVAC,Psychrometrics,11
80,67-Office-Hours-80-May-13th-2024,07-Lesson-55103802.md,7,Lesson-55103802,,HVAC: Psychrometrics #14,HVAC,Psychrometrics,14
80,67-Office-Hours-80-May-13th-2024,08-Lesson-55103801.md,8,Lesson-55103801,,HVAC: Psychrometrics #17,HVAC,Psychrometrics,17
80,67-Office-Hours-80-May-13th-2024,09-Lesson-55103817.md,9,Lesson-55103817,,HVAC: Heat Transfer #15,HVAC,Heat Transfer,15
80,67-Office-Hours-80-May-13th-2024,10-Lesson-55103816.md,10,Lesson-55103816,,HVAC: Practice Exam #2-20,HVAC,Practice Exam 2,2
81,68-Office-Hours-81-May-27th-2024,00-Lesson-55741182.md,0,Lesson-55741182,,TFS: Practice Exam #1-24,TFS,Practice Exam 1,1
81,68-Office-Hours-81-May-27th-2024,01-Lesson-55741183.md,1,Lesson-55741183,,TFS: Practice Exam #2-5,TFS,Practice Exam 2,2
81,68-Office-Hours-81-May-27th-2024,02-Lesson-55741184.md,2,Lesson-55741184,,TFS: Practice Exam #2-7,TFS,Practice Exam 2,2
81,68-Office-Hours-81-May-27th-2024,03-Lesson-55741185.md,3,Lesson-55741185,,TFS: Practice Exam #2-17,TFS,Practice Exam 2,2
81,68-Office-Hours-81-May-27th-2024,04-Lesson-55741186.md,4,Lesson-55741186,,HVAC: Psychrometrics #12,HVAC,Psychrometrics,12
82,69-Office-Hours-82-June-10th-2024,00-Lesson-56090533.md,0,Lesson-56090533,,HVAC: Thermo Module #1,HVAC,Thermodynamics,1
82,69-Office-Hours-82-June-10th-2024,01-Lesson-56090534.md,1,Lesson-56090534,,HVAC: Thermo Module #13,HVAC,Thermodynamics,13
82,69-Office-Hours-82-June-10th-2024,02-Lesson-56090536.md,2,Lesson-56090536,,HVAC: Heat Transfer Module #3,HVAC,Heat Transfer,3
82,69-Office-Hours-82-June-10th-2024,03-Lesson-56090537.md,3,Lesson-56090537,,HVAC: Heat Transfer Module #10,HVAC,Heat Transfer,10
82,69-Office-Hours-82-June-10th-2024,04-Lesson-56090531.md,4,Lesson-56090531,,HVAC: Heat Transfer Module #15,HVAC,Heat Transfer,15
82,69-Office-Hours-82-June-10th-2024,05-Lesson-56090532.md,5,Lesson-56090532,,HVAC: Heat Transfer Module #21,HVAC,Heat Transfer,21
83,70-Office-Hours-83-June-24th-2024,00-Lesson-56197721.md,0,Lesson-56197721,,HVAC: Fluids Module #8,HVAC,Fluids,8
